HDays,ADays,HASLxM,HASTLxM,HACLxM,HAFLxM,HAYCLxM,HARCLxM,HAGSLxM,HAGCLxM,HAGSLxHM,HAGCLxHM,HGDLxM,HGDLxHM,HAPLxM,HAPLxHM,HWPLxM,HWPLxHM,HWinStreak,AASLxM,AASTLxM,AACLxM,AAFLxM,AAYCLxM,AARCLxM,AAGSLxM,AAGCLxM,AAGSLxAM,AAGCLxAM,AGDLxM,AGDLxAM,AAPLxM,AAPLxAM,AWPLxM,AWPLxAM,AWinStreak,HDef,HMid,HAtt,HOvr,ADef,AMid,AAtt,AOvr,B365H,B365D,B365A,Result
7,7,13.3,3.4,5.9,12.2,1.4,0.1,1.0,1.1,1.3,0.6,-1.0,7.0,1.1,1.8,30.0,0.5,0.0,12.9,4.7,4.2,11.5,1.6,0.1,1.7,1.4,0.8,1.7,3.0,-9.0,1.6,0.6,50.0,20.0,2.0,73,76,76,75.0,74,71,72,72.33,1.75,3.8,5.25,W
8,8,12.9,3.9,6.6,11.8,1.2,0.4,0.6,2.1,1.4,1.8,-15.0,-4.0,0.1,0.9,0.0,0.2,0.0,12.9,3.6,6.1,11.4,1.7,0.0,0.5,1.2,0.4,1.5,-7.0,-11.0,0.8,0.4,20.0,0.0,0.0,76,75,78,76.33,72,74,76,74.0,1.83,4.0,4.33,W
10,10,16.8,6.4,6.1,14.4,2.2,0.0,1.8,0.7,1.6,0.9,11.0,7.0,2.0,1.8,50.0,0.5,0.0,14.4,4.5,5.7,9.6,1.2,0.3,2.0,1.4,1.2,1.1,6.0,1.0,1.8,1.4,50.0,40.0,0.0,78,76,79,77.67,75,77,76,76.0,1.57,4.2,6.5,W
3,3,15.3,8.7,8.2,13.3,1.9,0.1,2.0,1.0,2.2,0.9,10.0,13.0,2.0,2.3,60.0,0.7,1.0,8.7,4.7,5.1,11.3,1.9,0.2,1.3,0.7,0.7,1.0,6.0,-3.0,2.0,0.9,50.0,10.0,0.0,81,83,85,83.0,75,76,75,75.33,1.29,5.5,11.0,W
4,3,16.8,5.1,6.4,10.6,1.5,0.1,1.4,1.1,2.1,0.9,3.0,12.0,1.8,2.3,50.0,0.7,0.0,11.0,4.1,3.9,13.8,2.8,0.0,1.3,1.8,1.1,1.2,-5.0,-1.0,1.1,1.3,30.0,30.0,1.0,77,76,74,75.67,71,72,74,72.33,1.53,4.33,7.0,W
8,8,14.0,4.6,5.3,9.4,1.3,0.1,1.2,1.3,1.5,1.2,-1.0,3.0,1.7,1.7,50.0,0.5,2.0,10.6,3.9,4.0,13.5,2.2,0.0,1.2,1.8,1.1,1.8,-6.0,-7.0,1.0,0.6,30.0,20.0,0.0,77,79,83,79.67,73,76,75,74.67,1.36,4.75,8.5,W
6,7,13.6,5.0,6.3,11.4,1.4,0.2,1.6,1.4,1.4,0.9,2.0,5.0,1.5,1.8,40.0,0.5,0.0,7.6,2.6,3.4,13.6,2.3,0.0,1.1,1.3,0.6,1.9,-2.0,-13.0,1.4,0.5,40.0,10.0,3.0,78,80,78,78.67,76,75,76,75.67,1.61,4.0,6.5,W
3,7,12.7,4.1,5.2,10.1,0.8,0.0,1.5,1.6,0.8,1.2,-1.0,-4.0,1.4,1.0,40.0,0.3,0.0,10.7,3.0,5.4,11.1,1.3,0.2,0.6,2.1,0.7,2.2,-15.0,-15.0,0.4,0.5,10.0,10.0,0.0,67,68,70,68.33,76,75,78,76.33,1.91,3.7,4.33,W
10,5,13.3,3.2,4.4,10.0,1.1,0.1,0.8,1.6,1.3,1.3,-8.0,0.0,1.2,1.6,30.0,0.4,0.0,11.4,5.1,5.2,12.5,2.0,0.1,1.7,0.7,1.4,1.3,10.0,1.0,1.9,1.4,50.0,30.0,1.0,75,74,79,76.0,80,79,85,81.33,4.2,3.5,2.0,W
7,3,12.5,4.9,4.7,11.9,1.7,0.1,1.4,1.4,1.2,0.8,0.0,4.0,1.6,1.7,40.0,0.4,1.0,13.5,4.6,5.0,12.0,1.2,0.1,1.3,1.0,1.6,0.9,3.0,7.0,1.0,1.7,20.0,50.0,0.0,79,78,80,79.0,79,79,80,79.33,2.5,3.3,2.9,W
3,3,15.5,5.0,6.7,10.6,1.7,0.3,2.0,1.2,2.1,0.7,8.0,14.0,2.0,2.2,60.0,0.7,3.0,15.0,3.8,5.9,13.5,2.6,0.0,1.1,1.4,1.0,1.4,-3.0,-4.0,1.1,1.2,30.0,30.0,0.0,80,79,85,81.33,73,73,76,74.0,1.45,4.5,8.5,W
5,10,15.7,5.1,6.9,5.5,1.1,0.0,2.5,0.7,3.3,0.8,18.0,25.0,2.8,2.8,90.0,0.9,9.0,11.3,3.3,5.0,10.3,1.6,0.0,0.8,1.4,0.2,1.8,-6.0,-16.0,1.0,0.3,30.0,10.0,0.0,84,83,86,84.33,72,73,75,73.33,1.14,10.0,19.0,W
7,7,12.2,5.2,5.7,8.6,1.4,0.0,1.6,1.5,1.5,1.6,1.0,-1.0,1.7,1.4,50.0,0.4,0.0,12.9,4.5,6.4,10.0,2.0,0.0,2.1,1.7,2.2,2.1,4.0,1.0,1.8,1.5,50.0,40.0,1.0,77,78,79,78.0,81,82,83,82.0,3.5,4.0,2.05,W
10,10,19.3,7.6,7.0,10.9,1.2,0.1,2.9,0.8,2.3,0.7,21.0,16.0,2.3,2.3,70.0,0.7,2.0,11.3,3.2,4.2,8.0,1.3,0.0,0.9,1.5,0.7,1.6,-6.0,-9.0,0.9,0.7,20.0,10.0,0.0,82,82,86,83.33,75,74,76,75.0,1.2,8.0,15.0,W
4,4,21.5,7.9,8.0,10.1,1.9,0.1,3.2,0.9,2.5,0.5,23.0,20.0,2.2,2.5,70.0,0.8,2.0,12.7,4.2,4.3,10.8,1.2,0.2,0.9,2.5,1.0,1.6,-16.0,-6.0,0.8,1.1,20.0,30.0,0.0,83,87,86,85.33,76,76,75,75.67,1.07,13.0,23.0,W
6,7,8.5,2.2,4.1,9.8,1.4,0.0,0.7,1.2,0.6,0.5,-5.0,1.0,1.1,1.2,30.0,0.3,0.0,13.8,5.8,5.1,10.0,1.5,0.0,1.5,0.9,0.8,1.5,6.0,-7.0,1.8,0.9,50.0,20.0,0.0,73,72,73,72.67,82,79,84,81.67,6.0,3.8,1.67,W
7,3,18.9,7.0,8.1,10.1,1.6,0.0,2.7,0.8,3.1,0.8,19.0,23.0,2.3,2.5,70.0,0.8,0.0,11.4,3.2,4.3,11.7,1.7,0.1,1.0,1.1,0.8,1.3,-1.0,-5.0,1.0,0.9,30.0,20.0,0.0,83,87,85,85.0,76,75,76,75.67,1.11,11.0,26.0,W
8,4,14.2,5.2,5.7,8.8,1.4,0.0,1.1,2.0,1.4,1.5,-9.0,-1.0,0.8,1.2,10.0,0.3,0.0,18.2,6.1,7.0,10.3,1.5,0.0,1.8,1.2,1.3,1.5,6.0,-2.0,1.7,1.3,40.0,30.0,0.0,75,74,76,75.0,81,82,85,82.67,4.75,4.2,1.75,W
3,3,11.1,4.0,4.5,7.9,1.5,0.0,1.6,1.1,1.7,1.2,5.0,5.0,1.7,2.0,50.0,0.6,0.0,12.6,4.6,4.7,11.3,2.4,0.1,1.7,1.2,1.2,0.9,5.0,3.0,1.4,1.5,40.0,50.0,3.0,77,79,80,78.67,79,76,79,78.0,2.25,3.3,3.3,W
7,7,16.5,5.6,6.6,10.4,1.4,0.1,1.9,1.4,1.9,0.8,5.0,11.0,1.6,2.3,50.0,0.7,0.0,11.7,4.2,4.6,11.2,2.0,0.0,1.1,1.8,0.3,2.5,-7.0,-22.0,0.9,0.1,20.0,0.0,1.0,82,82,85,83.0,75,74,76,75.0,1.29,6.0,13.0,W
3,6,14.9,5.1,6.1,10.5,1.2,0.2,1.7,0.7,1.4,0.8,10.0,6.0,1.9,1.7,60.0,0.5,0.0,13.4,4.4,5.9,11.5,1.5,0.0,1.0,1.4,0.8,2.1,-4.0,-13.0,1.0,0.5,20.0,10.0,0.0,82,85,84,83.67,73,76,76,75.0,1.36,4.75,9.0,W
4,4,11.1,3.4,5.5,11.0,1.2,0.0,0.6,2.0,0.7,1.5,-14.0,-8.0,0.5,0.9,10.0,0.2,0.0,13.3,3.7,5.7,10.4,1.7,0.2,0.7,1.2,0.7,2.3,-5.0,-16.0,1.0,0.8,20.0,20.0,0.0,68,70,72,70.0,73,73,72,72.67,2.3,3.4,3.4,W
8,3,8.9,2.8,3.8,9.8,1.5,0.2,0.8,2.3,0.7,1.7,-15.0,-10.0,0.7,0.7,20.0,0.2,0.0,16.1,5.6,4.5,11.0,1.5,0.0,1.1,1.0,1.4,1.1,1.0,3.0,1.3,1.5,30.0,40.0,0.0,75,73,77,75.0,78,76,77,77.0,5.75,3.8,1.7,W
10,10,10.4,3.6,5.3,12.5,1.9,0.1,1.4,1.0,1.2,0.6,4.0,6.0,1.7,1.8,50.0,0.5,1.0,14.7,4.7,6.5,7.5,0.8,0.1,1.6,1.3,1.9,1.3,3.0,6.0,1.2,1.7,30.0,40.0,0.0,77,80,76,77.67,80,78,82,80.0,2.1,3.5,3.75,W
4,6,16.6,6.1,7.3,9.0,2.1,0.2,1.7,0.6,2.1,0.5,11.0,16.0,2.3,2.5,70.0,0.8,2.0,14.6,4.6,6.4,12.0,1.3,0.0,1.7,0.9,1.5,1.5,8.0,0.0,2.1,1.2,60.0,30.0,1.0,81,82,81,81.33,72,74,76,74.0,1.33,5.75,10.0,W
4,4,11.1,3.3,5.5,9.3,0.7,0.1,0.8,2.1,1.1,2.1,-13.0,-10.0,0.5,1.0,10.0,0.3,0.0,13.3,6.1,4.5,8.8,1.1,0.1,1.6,1.4,1.3,1.4,2.0,-1.0,1.9,1.4,60.0,40.0,4.0,72,74,72,72.67,80,78,78,78.67,3.6,3.5,2.15,W
10,10,11.7,5.7,5.0,8.9,1.4,0.0,1.1,1.0,1.2,1.5,1.0,-3.0,1.5,1.2,40.0,0.3,1.0,10.5,5.7,3.5,9.2,1.4,0.0,1.0,1.2,1.0,1.6,-2.0,-6.0,1.3,0.9,30.0,20.0,0.0,75,77,78,76.67,74,74,79,75.67,2.0,3.6,4.0,W
7,6,9.9,3.9,4.9,10.7,0.8,0.1,1.3,1.1,1.1,0.9,2.0,2.0,1.6,1.6,40.0,0.4,0.0,11.0,4.4,5.2,11.3,2.4,0.2,0.8,1.5,1.0,1.5,-7.0,-5.0,0.9,1.1,20.0,20.0,0.0,79,80,77,78.67,75,77,76,76.0,1.9,3.5,4.75,W
8,4,14.1,6.0,5.4,10.8,1.8,0.0,1.6,0.8,1.4,1.1,8.0,3.0,1.8,1.5,50.0,0.4,0.0,15.7,3.3,4.8,11.4,2.4,0.1,1.1,1.9,1.8,1.9,-8.0,-1.0,1.0,1.2,30.0,30.0,2.0,82,79,84,81.67,77,79,80,78.67,1.8,3.8,4.75,W
10,10,11.6,4.3,4.8,8.6,1.5,0.0,1.7,2.1,2.2,2.0,-4.0,2.0,0.9,1.6,20.0,0.5,0.0,7.5,2.1,4.2,9.7,1.4,0.0,0.7,1.7,0.4,2.0,-10.0,-16.0,1.3,0.7,40.0,20.0,0.0,78,78,78,78.0,74,71,72,72.33,1.6,4.0,6.5,W
7,4,15.0,4.7,5.3,11.7,0.9,0.2,1.6,0.7,1.9,0.5,9.0,14.0,1.9,2.4,50.0,0.7,0.0,11.9,4.0,4.6,10.4,1.7,0.0,1.3,1.4,1.5,1.8,-1.0,-3.0,1.7,1.4,50.0,40.0,0.0,75,77,76,76.0,76,76,77,76.33,1.73,3.6,5.25,W
4,7,12.6,4.4,5.1,10.2,1.2,0.0,1.7,1.8,2.0,1.7,-1.0,3.0,1.1,1.5,30.0,0.4,1.0,12.9,4.0,4.1,10.7,2.9,0.0,1.2,3.5,1.1,2.8,-23.0,-17.0,0.7,0.8,20.0,20.0,0.0,78,81,80,79.67,76,77,78,77.0,1.75,4.0,4.2,W
4,7,13.3,5.3,6.0,11.5,1.8,0.0,2.1,1.1,1.5,1.6,10.0,-1.0,1.9,1.4,60.0,0.3,0.0,10.8,3.7,5.0,6.8,1.4,0.0,1.1,1.2,1.1,1.6,-1.0,-5.0,1.5,0.8,40.0,20.0,0.0,83,86,83,84.0,78,78,80,78.67,1.5,4.33,6.5,W
5,7,13.1,4.1,5.3,11.6,2.0,0.0,1.4,0.9,1.4,1.5,5.0,-1.0,1.7,1.3,40.0,0.3,1.0,9.3,3.5,4.2,10.1,1.7,0.0,0.7,1.0,0.8,0.9,-3.0,-1.0,1.2,1.4,30.0,30.0,0.0,75,76,81,77.33,76,76,75,75.67,2.0,3.29,4.5,W
8,3,11.1,3.8,4.3,9.1,1.5,0.1,1.3,1.5,1.0,1.2,-2.0,-2.0,1.0,1.3,30.0,0.4,1.0,10.3,3.4,3.8,6.7,1.5,0.0,1.2,1.3,1.1,1.5,-1.0,-4.0,1.4,0.8,40.0,20.0,1.0,74,75,75,74.67,77,79,80,78.67,2.62,3.3,2.62,W
4,4,13.3,3.9,5.7,8.1,1.1,0.1,1.3,1.1,1.3,1.2,2.0,1.0,2.1,1.6,70.0,0.5,2.0,12.2,5.5,5.7,9.3,1.7,0.1,1.5,1.3,1.5,1.6,2.0,-1.0,1.8,1.4,60.0,40.0,0.0,77,81,83,80.33,80,80,86,82.0,2.15,3.3,3.5,W
6,7,13.7,5.5,5.2,11.2,1.8,0.2,1.4,0.9,1.8,1.0,5.0,8.0,1.5,1.8,40.0,0.5,0.0,11.4,2.7,5.4,10.3,2.0,0.0,0.6,2.0,0.7,2.3,-14.0,-16.0,0.6,0.9,20.0,30.0,1.0,75,74,74,74.33,76,76,80,77.33,2.0,3.5,4.2,W
5,4,16.3,5.9,6.9,9.4,1.6,0.2,2.1,0.9,1.9,0.7,12.0,12.0,1.9,2.3,60.0,0.7,2.0,8.9,3.5,4.1,9.7,1.7,0.1,1.1,0.6,1.1,0.7,5.0,4.0,1.9,2.0,60.0,60.0,2.0,79,79,82,80.0,78,82,78,79.33,1.65,3.8,5.5,W
7,7,8.4,5.5,4.2,12.0,3.0,0.1,0.7,1.3,1.2,1.1,-6.0,1.0,0.9,1.4,10.0,0.3,0.0,7.2,3.3,4.6,9.3,1.1,0.1,0.8,2.0,0.6,2.0,-12.0,-14.0,0.5,0.3,10.0,10.0,0.0,73,72,72,72.33,70,70,73,71.0,1.75,3.8,5.25,W
3,3,13.5,4.2,7.3,12.8,2.2,0.2,1.1,1.7,2.1,1.2,-6.0,9.0,1.1,1.8,30.0,0.6,1.0,14.3,5.4,4.7,9.4,2.0,0.0,1.8,1.5,1.6,1.0,3.0,6.0,1.5,1.8,40.0,50.0,1.0,78,80,77,78.33,78,78,78,78.0,2.25,3.6,3.25,W
3,4,10.5,4.2,4.1,9.8,1.3,0.0,1.8,1.4,2.3,0.8,4.0,15.0,1.9,2.6,60.0,0.8,2.0,12.9,4.7,5.4,8.4,1.3,0.0,1.3,2.0,1.0,2.3,-7.0,-13.0,1.1,0.6,30.0,20.0,0.0,80,80,86,82.0,77,76,75,76.0,1.44,5.0,7.5,W
3,3,9.8,4.6,3.9,10.8,1.5,0.2,1.5,1.3,1.8,1.2,2.0,6.0,1.2,1.8,30.0,0.5,0.0,11.7,3.9,3.1,8.3,2.0,0.2,0.8,1.7,1.3,2.0,-9.0,-7.0,1.2,0.9,30.0,20.0,0.0,74,74,75,74.33,77,77,79,77.67,2.3,3.4,3.4,W
10,10,18.8,7.4,7.8,9.5,1.8,0.2,3.2,0.4,2.5,0.5,28.0,20.0,2.8,2.2,90.0,0.6,5.0,12.7,3.4,5.7,10.0,1.2,0.0,1.1,1.7,0.5,1.5,-6.0,-10.0,1.2,0.6,30.0,10.0,1.0,81,85,84,83.33,77,76,78,77.0,1.14,9.5,21.0,W
7,7,6.8,2.8,3.3,7.9,1.0,0.1,1.3,1.1,1.1,1.0,2.0,1.0,1.6,1.7,40.0,0.5,0.0,9.9,3.6,5.2,11.1,0.6,0.1,1.3,1.5,0.8,2.0,-2.0,-12.0,1.4,0.8,40.0,20.0,0.0,75,74,77,75.33,79,79,80,79.33,2.54,3.25,3.1,D
3,3,14.6,5.4,7.5,10.1,1.1,0.0,1.9,1.1,2.7,0.5,8.0,22.0,2.2,3.0,70.0,1.0,2.0,10.4,4.4,3.4,10.1,1.9,0.0,1.0,0.8,0.7,1.5,2.0,-8.0,1.9,1.6,50.0,50.0,1.0,85,83,87,85.0,76,76,77,76.33,1.22,6.5,12.0,D
5,4,15.1,5.3,6.0,9.5,1.4,0.1,2.3,1.0,2.3,0.8,13.0,15.0,2.3,2.3,70.0,0.7,1.0,18.5,5.9,7.7,13.4,2.1,0.0,1.4,0.5,1.8,1.1,9.0,7.0,2.0,1.7,50.0,40.0,0.0,82,82,85,83.0,81,80,84,81.67,1.95,3.6,4.2,D
7,5,14.6,3.8,7.1,10.7,2.0,0.2,0.7,0.9,0.8,0.9,-2.0,-1.0,1.0,1.2,20.0,0.3,0.0,19.6,6.2,7.4,11.0,2.3,0.0,2.8,1.3,2.4,1.5,15.0,9.0,2.5,1.9,80.0,60.0,0.0,73,73,72,72.67,80,83,85,82.67,9.0,5.5,1.36,D
3,5,14.4,6.3,5.8,12.0,1.5,0.0,2.5,0.6,2.4,0.8,19.0,16.0,2.4,2.1,70.0,0.6,1.0,12.9,4.8,5.9,8.9,1.2,0.0,1.7,1.5,1.1,1.7,2.0,-6.0,1.3,0.7,40.0,20.0,2.0,81,81,83,81.67,73,78,82,77.67,1.22,6.5,11.0,D
3,3,12.3,4.0,4.2,11.8,2.1,0.1,0.9,1.5,0.9,1.8,-6.0,-9.0,0.8,1.0,20.0,0.3,0.0,12.1,3.3,5.4,13.2,1.8,0.2,1.1,1.8,1.3,1.3,-7.0,0.0,0.7,1.5,10.0,40.0,0.0,74,75,75,74.67,75,76,75,75.33,2.87,3.3,2.5,D
3,4,10.0,3.8,5.5,14.3,2.3,0.0,1.8,0.9,1.5,0.8,9.0,7.0,2.0,1.9,60.0,0.6,1.0,10.8,3.0,4.8,10.8,1.6,0.0,1.2,2.0,1.1,1.6,-8.0,-5.0,0.9,1.2,20.0,30.0,0.0,81,82,85,82.67,76,77,78,77.0,1.45,4.5,7.0,D
4,4,13.0,4.1,6.3,13.0,1.6,0.0,1.2,1.8,1.1,1.4,-6.0,-3.0,0.6,1.0,10.0,0.3,1.0,14.7,5.0,6.7,7.7,0.7,0.1,1.6,1.4,1.6,1.1,2.0,5.0,1.1,1.5,30.0,30.0,0.0,76,75,74,75.0,80,78,79,79.0,2.9,3.4,2.6,D
3,6,14.3,5.6,5.8,10.6,2.1,0.0,1.3,1.2,1.4,1.1,1.0,3.0,1.3,1.5,30.0,0.4,0.0,14.2,5.8,5.1,11.5,1.8,0.1,1.5,1.5,1.1,2.2,0.0,-11.0,1.1,0.3,30.0,10.0,1.0,80,79,83,80.67,74,75,76,75.0,1.45,4.5,7.0,D
3,3,9.8,3.7,4.8,9.8,1.4,0.1,1.4,1.5,1.7,1.5,-1.0,2.0,1.0,1.2,20.0,0.3,1.0,10.2,2.6,3.9,10.6,1.3,0.0,0.7,0.9,1.0,1.4,-2.0,-4.0,1.0,0.8,20.0,10.0,2.0,75,76,77,76.0,77,75,77,76.33,1.9,3.6,4.0,D
4,3,12.0,6.2,4.6,10.6,1.6,0.1,1.2,2.0,1.3,2.1,-8.0,-8.0,0.6,0.8,10.0,0.2,0.0,11.6,6.4,5.7,10.1,0.8,0.0,1.0,1.1,1.3,1.9,-1.0,-6.0,1.1,0.9,20.0,20.0,0.0,74,70,72,72.0,72,70,73,71.67,2.2,3.5,3.5,D
10,10,12.2,4.7,5.3,11.0,1.3,0.1,1.2,1.8,1.4,1.4,-6.0,0.0,0.9,1.2,20.0,0.3,0.0,14.3,5.1,5.5,7.4,0.7,0.2,2.1,1.3,1.9,1.4,8.0,5.0,1.7,1.7,50.0,50.0,0.0,76,77,77,76.67,77,79,79,78.33,2.9,3.5,2.4,D
3,8,14.6,5.5,5.9,13.1,2.6,0.0,2.1,1.3,1.6,1.1,8.0,5.0,2.2,2.0,70.0,0.6,0.0,10.9,3.7,5.7,10.0,1.5,0.1,1.0,1.0,1.1,1.4,0.0,-3.0,1.1,1.0,20.0,20.0,0.0,78,80,77,78.33,72,74,76,74.0,1.8,3.8,4.75,D
7,7,13.0,5.0,5.6,9.2,1.0,0.0,1.1,1.0,1.6,1.2,1.0,4.0,1.4,1.6,30.0,0.4,0.0,16.6,5.5,7.6,10.1,1.2,0.0,1.7,1.2,1.0,0.9,5.0,1.0,1.7,1.5,50.0,40.0,1.0,74,75,76,75.0,81,82,78,80.33,5.0,4.0,1.73,D
10,10,13.4,3.8,5.5,10.3,1.7,0.1,0.8,1.2,0.9,0.9,-4.0,0.0,1.2,1.4,30.0,0.4,1.0,14.5,5.1,5.0,12.4,1.3,0.1,1.5,1.1,1.5,1.2,4.0,3.0,1.6,1.8,50.0,60.0,1.0,73,73,72,72.67,77,77,81,78.33,2.7,3.4,2.8,D
5,5,12.5,4.9,5.5,11.7,1.6,0.0,1.3,1.3,1.4,1.2,0.0,2.0,1.2,1.3,40.0,0.4,0.0,14.4,5.1,6.3,10.8,0.9,0.0,1.1,0.4,1.0,1.0,7.0,0.0,2.1,1.6,60.0,50.0,2.0,74,76,76,75.33,81,84,81,82.0,4.75,4.0,1.7,D
5,3,14.2,4.4,7.9,11.5,1.7,0.0,1.1,0.8,1.9,0.9,3.0,10.0,1.8,1.9,50.0,0.5,0.0,14.8,6.5,5.5,12.1,1.7,0.0,2.2,0.9,1.8,1.0,13.0,8.0,1.9,2.2,50.0,60.0,1.0,81,84,80,81.67,81,82,83,82.0,2.15,3.4,3.4,D
9,4,11.6,4.3,5.4,10.4,1.2,0.0,1.1,2.1,1.1,1.2,-10.0,-1.0,0.7,1.1,20.0,0.3,0.0,12.7,5.3,5.9,11.8,1.2,0.0,2.1,1.3,1.5,0.9,8.0,6.0,1.9,1.9,60.0,50.0,2.0,76,77,77,76.67,79,81,80,80.0,3.8,3.8,1.9,D
4,3,13.5,5.3,5.7,12.8,1.6,0.1,1.9,1.7,1.6,1.5,2.0,1.0,1.9,1.5,60.0,0.4,4.0,16.0,5.5,6.6,11.7,1.4,0.0,1.7,1.1,1.6,1.0,6.0,6.0,1.8,1.4,50.0,40.0,2.0,81,82,83,82.0,83,86,86,85.0,4.33,4.2,1.72,D
7,6,14.8,8.2,6.3,11.1,1.6,0.0,1.6,1.3,1.4,0.8,3.0,6.0,1.5,1.8,40.0,0.5,3.0,12.5,7.2,6.0,9.6,1.5,0.0,1.1,1.7,0.4,1.7,-6.0,-13.0,1.1,0.5,30.0,10.0,0.0,72,70,73,71.67,71,73,75,73.0,1.91,3.75,4.2,D
10,3,11.0,4.7,5.9,11.1,2.4,0.2,0.8,1.5,0.9,1.6,-7.0,-7.0,0.9,0.7,20.0,0.1,0.0,10.3,4.2,4.8,8.6,1.3,0.0,1.4,1.4,1.1,1.3,0.0,-2.0,1.7,1.3,50.0,30.0,0.0,75,77,76,76.0,78,77,76,77.0,1.85,3.5,5.0,D
3,9,15.6,6.6,4.5,11.4,1.2,0.0,1.5,1.2,1.9,1.0,3.0,9.0,1.6,1.9,50.0,0.5,0.0,13.1,4.6,5.7,9.0,1.1,0.0,1.6,1.5,1.5,1.2,1.0,3.0,1.4,1.6,40.0,40.0,0.0,78,80,83,80.33,76,78,79,77.67,2.25,3.25,3.4,D
7,7,12.7,5.6,4.6,10.5,1.4,0.0,1.5,1.2,1.5,1.5,3.0,0.0,1.7,1.7,50.0,0.5,0.0,12.2,4.4,7.0,9.7,1.4,0.0,1.5,1.2,1.1,1.1,3.0,0.0,1.4,1.4,40.0,40.0,1.0,74,74,77,75.0,78,78,78,78.0,2.3,3.4,3.4,D
7,7,8.4,3.0,3.2,10.8,1.3,0.0,0.8,1.9,1.3,1.5,-11.0,-2.0,0.8,1.4,20.0,0.4,0.0,8.2,3.4,4.5,8.5,1.0,0.0,1.4,1.6,0.8,2.2,-2.0,-14.0,1.7,0.5,50.0,10.0,1.0,73,73,75,73.67,74,75,77,75.33,2.54,3.1,3.2,D
5,5,17.7,6.1,8.3,8.2,0.7,0.0,1.9,0.6,2.8,1.0,13.0,18.0,2.3,2.4,70.0,0.8,1.0,19.7,7.8,6.7,8.5,0.8,0.0,2.5,0.2,1.9,1.0,23.0,9.0,3.0,2.0,100.0,60.0,10.0,85,87,84,85.33,85,83,87,85.0,2.0,3.75,3.5,D
8,3,13.9,3.7,4.3,9.2,1.1,0.0,1.1,1.1,1.0,1.0,0.0,0.0,1.1,1.2,20.0,0.3,1.0,15.3,5.8,5.5,9.6,1.1,0.1,2.1,1.2,1.7,1.6,9.0,1.0,1.8,1.4,50.0,30.0,1.0,74,74,77,75.0,80,80,82,80.67,4.5,4.0,1.8,D
7,6,15.2,4.7,5.9,11.0,0.8,0.2,1.7,0.7,1.9,0.5,10.0,14.0,2.1,2.4,60.0,0.7,0.0,14.2,5.8,5.5,9.7,1.0,0.0,2.2,1.0,1.6,1.7,12.0,-1.0,1.9,1.2,50.0,20.0,0.0,75,77,76,76.0,80,79,82,80.33,2.88,3.6,2.5,D
3,4,13.7,4.6,5.7,10.7,1.8,0.0,1.4,1.1,1.4,1.8,3.0,-4.0,1.4,1.2,30.0,0.3,0.0,17.8,7.3,6.5,9.5,1.2,0.0,2.6,0.6,2.5,0.5,20.0,20.0,3.0,3.0,100.0,100.0,18.0,75,76,80,77.0,82,85,84,83.67,11.0,6.5,1.28,D
3,5,14.4,4.8,6.8,12.9,2.2,0.0,1.1,1.3,2.1,1.1,-2.0,10.0,1.1,1.8,30.0,0.5,0.0,12.9,4.6,6.3,12.8,2.0,0.0,1.2,1.9,0.9,1.8,-7.0,-9.0,0.8,1.0,20.0,30.0,0.0,81,83,81,81.67,78,80,79,79.0,1.6,4.2,5.25,D
7,7,11.2,3.2,4.5,10.7,1.1,0.1,0.9,1.6,0.9,1.1,-7.0,-2.0,0.8,1.1,20.0,0.3,1.0,8.6,2.4,4.4,11.3,1.6,0.0,0.6,1.9,0.7,1.7,-13.0,-10.0,0.8,0.7,20.0,20.0,0.0,76,75,74,75.0,74,75,76,75.0,1.95,3.39,4.5,D
3,8,14.4,4.8,7.1,11.4,2.2,0.1,0.9,1.6,1.5,1.3,-7.0,2.0,1.3,1.9,30.0,0.6,0.0,15.6,5.6,5.3,10.5,2.3,0.0,1.5,1.4,0.8,1.3,1.0,-5.0,1.3,0.7,30.0,10.0,0.0,79,78,82,79.67,78,76,77,77.0,2.05,3.6,3.8,D
3,3,15.6,5.2,6.7,10.3,1.5,0.0,2.1,1.3,2.8,1.0,8.0,18.0,1.8,2.3,50.0,0.7,0.0,12.3,4.4,4.9,10.7,1.9,0.0,2.0,0.6,1.5,0.8,14.0,7.0,2.7,2.2,90.0,70.0,2.0,81,81,83,81.67,81,84,84,83.0,2.65,3.25,2.9,D
10,10,9.5,3.7,4.2,14.3,2.3,0.0,0.8,1.6,1.5,1.3,-8.0,2.0,0.9,1.8,20.0,0.5,0.0,14.0,4.4,4.7,11.1,1.9,0.1,1.7,1.2,1.8,1.6,5.0,2.0,1.9,1.4,60.0,40.0,0.0,76,78,77,77.0,78,78,78,78.0,2.63,3.3,2.9,D
4,4,11.8,3.8,4.6,10.8,1.8,0.1,1.3,1.8,1.1,1.5,-5.0,-4.0,1.3,1.0,40.0,0.3,0.0,11.2,4.1,4.3,12.1,2.4,0.0,1.1,1.7,0.9,1.5,-6.0,-6.0,1.0,0.7,20.0,10.0,0.0,74,74,72,73.33,72,73,76,73.67,1.91,3.5,4.75,D
